loan_reference,borrower_nrc,loan_product_name,amount,custom_interest_rate,application_date,loan_purpose,branch_name,loan_status,approval_date,amount_type,monthly_amount
JUTEM-01410,1000359/00/1,Business Micro Loan,30000,6.0,2025-06-01,Business,Lusaka,6,2025-06-01,,30000
JUTEM-01411,1000359/00/1,Business Micro Loan,200000,17.0,2025-07-01,Business,Lusaka,6,2025-07-01,,200000
JUTEM-01412,1000359/00/1,Business Micro Loan,30000,18.0,2025-07-01,Business,Lusaka,6,2025-07-01,,30000
JUTEM-01413,1000359/00/1,Business Micro Loan,10000,20.0,2025-07-01,Business,Lusaka,6,2025-07-01,,10000
JUTEM-01414,1000359/00/1,Business Micro Loan,73000,25.85,2025-08-01,Business,Lusaka,6,2025-08-01,,73000
JUTEM-01415,1000359/00/1,Business Micro Loan,50000,27.0,2025-08-01,Business,Lusaka,6,2025-08-01,,50000
JUTEM-01416,1000359/00/1,Business Micro Loan,50000,20.0,2025-10-01,Business,Lusaka,6,2025-10-01,,50000
JUTEM-01417,1000359/00/1,Business Micro Loan,290240,7.0,2025-10-01,Business,Lusaka,6,2025-10-01,,290240
JUTEM-01418,1000359/00/1,Business Micro Loan,72557,7.0,2025-11-01,Business,Lusaka,6,2025-11-01,,72557
JUTEM-01419,1000359/00/1,Business Micro Loan,170000,14.0,2026-02-01,Business,Lusaka,6,2026-02-01,,170000
JUTEM-01420,1000359/00/1,Business Micro Loan,40000,18.0,2026-02-01,Business,Lusaka,6,2026-02-01,,40000
JUTEM-01421,1000359/00/1,Business Micro Loan,10000,5.0,2026-02-01,Business,Lusaka,6,2026-02-01,,10000
JUTEM-01422,1000360/00/1,Business Micro Loan,40000,5.0,2025-04-01,Business,Lusaka,6,2025-04-01,,40000
JUTEM-01423,1000360/00/1,Business Micro Loan,30000,35.0,2025-09-01,Business,Lusaka,6,2025-09-01,,30000
JUTEM-01424,1000360/00/1,Business Micro Loan,30000,28.33,2025-09-01,Business,Lusaka,6,2025-09-01,,30000
JUTEM-01425,1000360/00/1,Business Micro Loan,13000,38.23,2025-09-01,Business,Lusaka,6,2025-09-01,,13000
JUTEM-01426,1000360/00/1,Business Micro Loan,155000,21.23,2025-09-01,Business,Lusaka,6,2025-09-01,,155000
JUTEM-01427,1000361/00/1,Business Micro Loan,5000,5.0,2021-11-01,Business,Lusaka,6,2021-11-01,,5000
JUTEM-01428,1000361/00/1,Business Micro Loan,6000,5.0,2021-12-01,Business,Lusaka,6,2021-12-01,,6000
JUTEM-01429,1000361/00/1,Business Micro Loan,100000,1.67,2021-12-01,Business,Lusaka,6,2021-12-01,,100000
JUTEM-01430,1000361/00/1,Business Micro Loan,10000,16.0,2022-01-01,Business,Lusaka,6,2022-01-01,,10000
JUTEM-01431,1000362/00/1,Business Micro Loan,6000,15.0,2025-12-01,Business,Lusaka,6,2025-12-01,,6000
JUTEM-01432,1000362/00/1,Business Micro Loan,3400,20.0,2026-01-01,Business,Lusaka,6,2026-01-01,,3400
JUTEM-01433,1000363/00/1,Business Micro Loan,80000,20.0,2024-10-01,Business,Lusaka,6,2024-10-01,,80000
JUTEM-01434,1000364/00/1,Business Micro Loan,18000,11.11,2024-08-01,Business,Lusaka,6,2024-08-01,,18000
JUTEM-01435,1000364/00/1,Business Micro Loan,20000,22.0,2024-09-01,Business,Lusaka,6,2024-09-01,,20000
JUTEM-01436,1000364/00/1,Business Micro Loan,5500,22.0,2024-10-01,Business,Lusaka,6,2024-10-01,,5500
JUTEM-01437,1000364/00/1,Business Micro Loan,11000,15.0,2025-01-01,Business,Lusaka,6,2025-01-01,,11000
JUTEM-01438,1000364/00/1,Business Micro Loan,10000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,10000
JUTEM-01439,1000364/00/1,Business Micro Loan,2700,20.0,2025-03-01,Business,Lusaka,6,2025-03-01,,2700
JUTEM-01440,1000364/00/1,Business Micro Loan,100000,19.0,2025-04-01,Business,Lusaka,6,2025-04-01,,100000
JUTEM-01441,1000364/00/1,Business Micro Loan,130000,15.0,2025-07-01,Business,Lusaka,6,2025-07-01,,130000
JUTEM-01442,1000364/00/1,Business Micro Loan,160000,32.0,2025-10-01,Business,Lusaka,6,2025-10-01,,160000
JUTEM-01443,1000364/00/1,Business Micro Loan,4000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,4000
JUTEM-01444,1000365/00/1,Business Micro Loan,160000,22.0,2024-04-01,Business,Lusaka,6,2024-04-01,,160000
JUTEM-01445,1000366/00/1,Business Micro Loan,550000,25.0,2023-12-01,Business,Lusaka,6,2023-12-01,,550000
JUTEM-01446,1000366/00/1,Business Micro Loan,150000,1.0,2023-12-01,Business,Lusaka,6,2023-12-01,,150000
JUTEM-01447,1000366/00/1,Business Micro Loan,50000,1.0,2023-12-01,Business,Lusaka,6,2023-12-01,,50000
JUTEM-01448,1000367/00/1,Business Micro Loan,250000,30.0,2024-02-01,Business,Lusaka,6,2024-02-01,,250000
JUTEM-01449,1000367/00/1,Business Micro Loan,100000,20.0,2024-02-01,Business,Lusaka,6,2024-02-01,,100000
JUTEM-01450,1000368/00/1,Business Micro Loan,20000,15.0,2023-10-01,Business,Lusaka,6,2023-10-01,,20000
JUTEM-01451,1000369/00/1,Business Micro Loan,220000,23.0,2022-11-01,Business,Lusaka,6,2022-11-01,,220000
JUTEM-01452,1000370/00/1,Business Micro Loan,45000,22.0,2023-02-01,Business,Lusaka,6,2023-02-01,,45000
JUTEM-01453,1000371/00/1,Business Micro Loan,480000,22.0,2024-04-01,Business,Lusaka,6,2024-04-01,,480000
JUTEM-01454,1000371/00/1,Business Micro Loan,450000,12.0,2024-09-01,Business,Lusaka,6,2024-09-01,,450000
JUTEM-01455,1000371/00/1,Business Micro Loan,400000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,400000
JUTEM-01456,1000372/00/1,Business Micro Loan,80000,20.0,2024-09-01,Business,Lusaka,6,2024-09-01,,80000
JUTEM-01457,1000372/00/1,Business Micro Loan,60000,20.0,2024-10-01,Business,Lusaka,6,2024-10-01,,60000
JUTEM-01458,1000372/00/1,Business Micro Loan,30000,15.0,2024-10-01,Business,Lusaka,6,2024-10-01,,30000
JUTEM-01459,1000373/00/1,Business Micro Loan,10000,12.0,2025-03-01,Business,Lusaka,6,2025-03-01,,10000
JUTEM-01460,1000374/00/1,Business Micro Loan,6000,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,6000
JUTEM-01461,1000375/00/1,Business Micro Loan,2500,15.0,2024-03-01,Business,Lusaka,6,2024-03-01,,2500
JUTEM-01462,1000376/00/1,Business Micro Loan,30000,17.0,2024-05-01,Business,Lusaka,6,2024-05-01,,30000
JUTEM-01463,1000377/00/1,Business Micro Loan,50000,17.0,2024-06-01,Business,Lusaka,6,2024-06-01,,50000
JUTEM-01464,1000378/00/1,Business Micro Loan,105000,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,105000
JUTEM-01465,1000378/00/1,Business Micro Loan,80000,40.0,2024-01-01,Business,Lusaka,6,2024-01-01,,80000
JUTEM-01466,1000378/00/1,Business Micro Loan,55000,20.0,2024-03-01,Business,Lusaka,6,2024-03-01,,55000
JUTEM-01467,1000379/00/1,Business Micro Loan,15000,23.0,2024-01-01,Business,Lusaka,6,2024-01-01,,15000
JUTEM-01468,1000379/00/1,Business Micro Loan,3500,23.0,2024-04-01,Business,Lusaka,6,2024-04-01,,3500
JUTEM-01469,1000379/00/1,Business Micro Loan,6710,22.0,2024-11-01,Business,Lusaka,6,2024-11-01,,6710
JUTEM-01470,1000380/00/1,Business Micro Loan,2500,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2500
JUTEM-01471,1000381/00/1,Business Micro Loan,1525,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,1525
JUTEM-01472,1000382/00/1,Business Micro Loan,2500,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,2500
JUTEM-01473,1000383/00/1,Business Micro Loan,1800,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,1800
JUTEM-01474,1000383/00/1,Business Micro Loan,2000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,2000
JUTEM-01475,1000384/00/1,Business Micro Loan,50000,30.0,2023-01-01,Business,Lusaka,6,2023-01-01,,50000
JUTEM-01476,1000385/00/1,Business Micro Loan,100000,20.0,2023-03-01,Business,Lusaka,6,2023-03-01,,100000
JUTEM-01477,1000385/00/1,Business Micro Loan,65000,92.31,2023-03-01,Business,Lusaka,5,2023-03-01,,65000
JUTEM-01478,1000386/00/1,Business Micro Loan,100000,35.0,2025-01-01,Business,Lusaka,6,2025-01-01,,100000
JUTEM-01479,1000387/00/1,Business Micro Loan,100000,23.0,2023-10-01,Business,Lusaka,6,2023-10-01,,100000
JUTEM-01480,1000388/00/1,Business Micro Loan,200000,25.0,2021-08-01,Business,Lusaka,6,2021-08-01,,200000
JUTEM-01481,1000389/00/1,Business Micro Loan,1600,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,1600
JUTEM-01482,1000390/00/1,Business Micro Loan,50000,16.0,2022-09-01,Business,Lusaka,6,2022-09-01,,50000
JUTEM-01483,1000390/00/1,Business Micro Loan,20000,11.0,2022-09-01,Business,Lusaka,6,2022-09-01,,20000
JUTEM-01484,1000390/00/1,Business Micro Loan,16000,18.0,2023-09-01,Business,Lusaka,6,2023-09-01,,16000
JUTEM-01485,1000390/00/1,Business Micro Loan,20000,10.0,2023-09-01,Business,Lusaka,6,2023-09-01,,20000
JUTEM-01486,1000391/00/1,Business Micro Loan,25000,15.0,2022-08-01,Business,Lusaka,6,2022-08-01,,25000
JUTEM-01487,1000392/00/1,Business Micro Loan,18000,11.11,2022-05-01,Business,Lusaka,6,2022-05-01,,9000
JUTEM-01488,1000392/00/1,Business Micro Loan,60000,10.0,2022-08-01,Business,Lusaka,6,2022-08-01,,60000
JUTEM-01489,1000392/00/1,Business Micro Loan,20000,10.0,2022-08-01,Business,Lusaka,6,2022-08-01,,20000
JUTEM-01490,1000393/00/1,Business Micro Loan,25000,19.0,2023-12-01,Business,Lusaka,6,2023-12-01,,25000
JUTEM-01491,1000394/00/1,Business Micro Loan,10000,16.0,2023-02-01,Business,Lusaka,6,2023-02-01,,10000
JUTEM-01492,1000395/00/1,Business Micro Loan,3500,23.0,2024-03-01,Business,Lusaka,6,2024-03-01,,3500
JUTEM-01493,1000396/00/1,Business Micro Loan,150000,23.0,2024-12-01,Business,Lusaka,6,2024-12-01,,150000
JUTEM-01494,1000397/00/1,Business Micro Loan,5000,25.0,2023-04-01,Business,Lusaka,6,2023-04-01,,5000
JUTEM-01495,1000398/00/1,Business Micro Loan,5000,19.0,2023-11-01,Business,Lusaka,6,2023-11-01,,5000
JUTEM-01496,1000398/00/1,Business Micro Loan,3000,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,3000
JUTEM-01497,1000398/00/1,Business Micro Loan,2500,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,2500
JUTEM-01498,1000398/00/1,Business Micro Loan,38500,50.97,2024-08-01,Business,Lusaka,6,2024-08-01,,38500
JUTEM-01499,1000399/00/1,Business Micro Loan,50000,20.0,2022-12-01,Business,Lusaka,6,2022-12-01,,10000
JUTEM-01500,1000399/00/1,Business Micro Loan,11000,20.0,2023-03-01,Business,Lusaka,6,2023-03-01,,11000
JUTEM-01501,1000399/00/1,Business Micro Loan,12000,19.0,2023-10-01,Business,Lusaka,6,2023-10-01,,12000
JUTEM-01502,1000399/00/1,Business Micro Loan,12000,19.0,2023-11-01,Business,Lusaka,6,2023-11-01,,12000
JUTEM-01503,1000400/00/1,Business Micro Loan,2000,25.0,2021-10-01,Business,Lusaka,6,2021-10-01,,2000
JUTEM-01504,1000400/00/1,Business Micro Loan,5000,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,5000
JUTEM-01505,1000400/00/1,Business Micro Loan,2000,7.0,2022-09-01,Business,Lusaka,6,2022-09-01,,2000
JUTEM-01506,1000400/00/1,Business Micro Loan,1500,25.0,2022-11-01,Business,Lusaka,6,2022-11-01,,1500
JUTEM-01507,1000401/00/1,Business Micro Loan,200000,35.0,2022-05-01,Business,Lusaka,6,2022-05-01,,100000
JUTEM-01508,1000401/00/1,Business Micro Loan,400000,35.0,2023-05-01,Business,Lusaka,6,2023-05-01,,200000
JUTEM-01509,1000402/00/1,Business Micro Loan,5000,25.0,2021-09-01,Business,Lusaka,6,2021-09-01,,5000
JUTEM-01510,1000402/00/1,Business Micro Loan,3500,25,2021-09-01,Business,Lusaka,5,2021-09-01,,3500
JUTEM-01511,1000402/00/1,Business Micro Loan,30000,5.0,2024-07-01,Business,Lusaka,6,2024-07-01,,30000
JUTEM-01512,1000403/00/1,Business Micro Loan,153000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,153000
JUTEM-01513,1000404/00/1,Business Micro Loan,200000,42.0,2025-02-01,Business,Lusaka,6,2025-02-01,,200000
JUTEM-01514,1000404/00/1,Business Micro Loan,160000,19.0,2025-02-01,Business,Lusaka,6,2025-02-01,,160000
JUTEM-01515,1000405/00/1,Business Micro Loan,5000,18.0,2025-04-01,Business,Lusaka,6,2025-04-01,,5000
JUTEM-01516,1000406/00/1,Business Micro Loan,20000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,20000
JUTEM-01517,1000407/00/1,Business Micro Loan,120000,25.0,2025-02-01,Business,Lusaka,6,2025-02-01,,120000
JUTEM-01518,1000408/00/1,Business Micro Loan,40000,10.0,2022-08-01,Business,Lusaka,6,2022-08-01,,40000
JUTEM-01519,1000409/00/1,Business Micro Loan,50000,18.0,2024-12-01,Business,Lusaka,6,2024-12-01,,50000
JUTEM-01520,1000410/00/1,Business Micro Loan,5000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,5000
JUTEM-01521,1000411/00/1,Business Micro Loan,10000,20.0,2022-04-01,Business,Lusaka,6,2022-04-01,,10000
JUTEM-01522,1000411/00/1,Business Micro Loan,5000,20.0,2022-08-01,Business,Lusaka,6,2022-08-01,,5000
JUTEM-01523,1000412/00/1,Business Micro Loan,3000,25.0,2023-12-01,Business,Lusaka,6,2023-12-01,,3000
JUTEM-01524,1000413/00/1,Business Micro Loan,10000,22.0,2023-11-01,Business,Lusaka,6,2023-11-01,,10000
JUTEM-01525,1000414/00/1,Business Micro Loan,10000,21.0,2025-03-01,Business,Lusaka,6,2025-03-01,,10000
JUTEM-01526,1000415/00/1,Business Micro Loan,20000,25.0,2026-02-01,Business,Lusaka,6,2026-02-01,,20000
JUTEM-01527,1000416/00/1,Business Micro Loan,25000,16.5,2026-02-01,Business,Lusaka,6,2026-02-01,,25000
JUTEM-01528,1000417/00/1,Business Micro Loan,17000,20.0,2025-12-01,Business,Lusaka,6,2025-12-01,,17000
JUTEM-01529,1000417/00/1,Business Micro Loan,30000,17.0,2025-12-01,Business,Lusaka,6,2025-12-01,,30000
JUTEM-01530,1000417/00/1,Business Micro Loan,65000,25.0,2026-01-01,Business,Lusaka,6,2026-01-01,,65000
JUTEM-01531,1000417/00/1,Business Micro Loan,7000,15.0,2026-02-01,Business,Lusaka,6,2026-02-01,,7000
JUTEM-01532,1000418/00/1,Business Micro Loan,13000,21.0,2025-04-01,Business,Lusaka,6,2025-04-01,,13000
JUTEM-01533,1000419/00/1,Business Micro Loan,3000,22.0,2025-01-01,Business,Lusaka,6,2025-01-01,,3000
JUTEM-01534,1000420/00/1,Business Micro Loan,20500,10.0,2023-01-01,Business,Lusaka,6,2023-01-01,,20500
JUTEM-01535,1000421/00/1,Business Micro Loan,10000,22.0,2023-12-01,Business,Lusaka,6,2023-12-01,,10000
JUTEM-01536,1000422/00/1,Business Micro Loan,55000,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,55000
JUTEM-01537,1000423/00/1,Business Micro Loan,50000,20.0,2025-04-01,Business,Lusaka,6,2025-04-01,,50000
JUTEM-01538,1000423/00/1,Business Micro Loan,50000,10.0,2025-05-01,Business,Lusaka,6,2025-05-01,,50000
JUTEM-01539,1000423/00/1,Business Micro Loan,25000,19.0,2025-08-01,Business,Lusaka,6,2025-08-01,,25000
JUTEM-01540,1000423/00/1,Business Micro Loan,25750,12.0,2025-09-01,Business,Lusaka,6,2025-09-01,,25750
JUTEM-01541,1000423/00/1,Business Micro Loan,23840,12.0,2025-10-01,Business,Lusaka,6,2025-10-01,,23840
JUTEM-01542,1000424/00/1,Business Micro Loan,50000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,25000
JUTEM-01543,1000424/00/1,Business Micro Loan,21701,24.99,2026-01-01,Business,Lusaka,5,2026-01-01,,21701
JUTEM-01544,1000425/00/1,Business Micro Loan,30000,33.0,2023-08-01,Business,Lusaka,6,2023-08-01,,15000
JUTEM-01545,1000425/00/1,Business Micro Loan,20000,33.0,2023-10-01,Business,Lusaka,6,2023-10-01,,20000
JUTEM-01546,1000425/00/1,Business Micro Loan,30000,25,2024-02-01,Business,Lusaka,6,2024-02-01,,15000
JUTEM-01547,1000426/00/1,Business Micro Loan,13333.33,35.0,2024-04-01,Business,Lusaka,6,2024-04-01,,13333.33
JUTEM-01548,1000427/00/1,Business Micro Loan,13333.33,35.0,2024-05-01,Business,Lusaka,6,2024-05-01,,13333.33
JUTEM-01549,1000425/00/1,Business Micro Loan,13333.33,35.0,2024-06-01,Business,Lusaka,6,2024-06-01,,13333.33
JUTEM-01550,1000425/00/1,Business Micro Loan,39999.99,35.0,2024-08-01,Business,Lusaka,6,2024-08-01,,13333.33
JUTEM-01551,1000425/00/1,Business Micro Loan,50000.01,35.0,2024-10-01,Business,Lusaka,6,2024-10-01,,16666.67
JUTEM-01552,1000425/00/1,Business Micro Loan,30000,29.0,2025-01-01,Business,Lusaka,6,2025-01-01,,10000
JUTEM-01553,1000425/00/1,Business Micro Loan,20000,24.5,2025-04-01,Business,Lusaka,6,2025-04-01,,20000
JUTEM-01554,1000425/00/1,Business Micro Loan,200000,38.0,2025-07-01,Business,Lusaka,5,2025-07-01,,50000
JUTEM-01555,1000425/00/1,Business Micro Loan,33000,17.0,2025-08-01,Business,Lusaka,6,2025-08-01,,33000
JUTEM-01556,1000425/00/1,Business Micro Loan,90000,27.0,2025-10-01,Business,Lusaka,6,2025-10-01,,90000
JUTEM-01557,1000425/00/1,Business Micro Loan,23000,18.0,2026-01-01,Business,Lusaka,6,2026-01-01,,23000
JUTEM-01558,1000428/00/1,Business Micro Loan,1000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,1000
JUTEM-01559,1000429/00/1,Business Micro Loan,2000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,2000
JUTEM-01560,1000429/00/1,Business Micro Loan,2990,17.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2990
JUTEM-01561,1000429/00/1,Business Micro Loan,1259,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,1259
JUTEM-01562,1000430/00/1,Business Micro Loan,2608,24.96,2022-04-01,Business,Lusaka,6,2022-04-01,,2608
JUTEM-01563,1000431/00/1,Business Micro Loan,3000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,3000
JUTEM-01564,1000432/00/1,Business Micro Loan,2990,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,2990
JUTEM-01565,1000433/00/1,Business Micro Loan,4000,21.0,2025-04-01,Business,Lusaka,6,2025-04-01,,4000
JUTEM-01566,1000433/00/1,Business Micro Loan,5000,21.0,2025-05-01,Business,Lusaka,6,2025-05-01,,5000
JUTEM-01567,1000434/00/1,Business Micro Loan,5000,21.0,2025-06-01,Business,Lusaka,6,2025-06-01,,5000
JUTEM-01568,1000434/00/1,Business Micro Loan,7000,35.49,2025-07-01,Business,Lusaka,6,2025-07-01,,3500
JUTEM-01569,1000434/00/1,Business Micro Loan,9999.99,43.49,2025-09-01,Business,Lusaka,6,2025-09-01,,3333.33
JUTEM-01570,1000434/00/1,Business Micro Loan,6999.99,38.0,2026-02-01,Business,Lusaka,5,2026-02-01,,2333.33
JUTEM-01571,1000435/00/1,Business Micro Loan,20000,35.0,2023-11-01,Business,Lusaka,6,2023-11-01,,20000
JUTEM-01572,1000435/00/1,Business Micro Loan,30000,25.0,2024-02-01,Business,Lusaka,5,2024-02-01,,30000
JUTEM-01573,1000436/00/1,Business Micro Loan,29500,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,29500
JUTEM-01574,1000436/00/1,Business Micro Loan,30000,19.0,2025-02-01,Business,Lusaka,6,2025-02-01,,30000
JUTEM-01575,1000437/00/1,Business Micro Loan,33000,15.0,2025-06-01,Business,Lusaka,6,2025-06-01,,33000
JUTEM-01576,1000438/00/1,Business Micro Loan,40000,20.0,2025-10-01,Business,Lusaka,6,2025-10-01,,40000
JUTEM-01577,1000439/00/1,Business Micro Loan,10000,19.0,2025-08-01,Business,Lusaka,6,2025-08-01,,10000
JUTEM-01578,1000439/00/1,Business Micro Loan,25000,22.5,2025-10-01,Business,Lusaka,6,2025-10-01,,25000
JUTEM-01579,1000439/00/1,Business Micro Loan,10000,5.0,2025-12-01,Business,Lusaka,6,2025-12-01,,10000
JUTEM-01580,1000439/00/1,Business Micro Loan,20000,18.0,2026-01-01,Business,Lusaka,6,2026-01-01,,20000
JUTEM-01581,1000439/00/1,Business Micro Loan,20000,14.0,2026-03-01,Business,Lusaka,6,2026-03-01,,20000
JUTEM-01582,1000440/00/1,Business Micro Loan,6000,17.0,2026-02-01,Business,Lusaka,6,2026-02-01,,6000
JUTEM-01583,1000441/00/1,Business Micro Loan,5000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,5000
JUTEM-01584,1000442/00/1,Business Micro Loan,18000,30.0,2025-05-01,Business,Lusaka,6,2025-05-01,,9000
JUTEM-01585,1000442/00/1,Business Micro Loan,20000,30.0,2025-08-01,Business,Lusaka,6,2025-08-01,,10000
JUTEM-01586,1000442/00/1,Business Micro Loan,22000,30.0,2025-11-01,Business,Lusaka,6,2025-11-01,,11000
JUTEM-01587,1000442/00/1,Business Micro Loan,40000,28.0,2026-03-01,Business,Lusaka,5,2026-03-01,,20000
JUTEM-01588,1000443/00/1,Business Micro Loan,5000,15.0,2025-09-01,Business,Lusaka,6,2025-09-01,,5000
JUTEM-01589,1000443/00/1,Business Micro Loan,2000,20.0,2025-10-01,Business,Lusaka,6,2025-10-01,,2000
JUTEM-01590,1000443/00/1,Business Micro Loan,5000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,5000
JUTEM-01591,1000444/00/1,Business Micro Loan,5000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,5000
JUTEM-01592,1000444/00/1,Business Micro Loan,10000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,10000
JUTEM-01593,1000444/00/1,Business Micro Loan,24000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,12000
JUTEM-01594,1000445/00/1,Business Micro Loan,5000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,5000
JUTEM-01595,1000446/00/1,Business Micro Loan,2500,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,2500
JUTEM-01596,1000446/00/1,Business Micro Loan,1500,33.33,2024-09-01,Business,Lusaka,6,2024-09-01,,1500
JUTEM-01597,1000447/00/1,Business Micro Loan,2500,20.0,2024-12-01,Business,Lusaka,6,2024-12-01,,2500
JUTEM-01598,1000447/00/1,Business Micro Loan,3000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,3000
JUTEM-01599,1000447/00/1,Business Micro Loan,4000,20.0,2025-02-01,Business,Lusaka,6,2025-02-01,,4000
JUTEM-01600,1000447/00/1,Business Micro Loan,1200,20.0,2025-02-01,Business,Lusaka,6,2025-02-01,,1200
JUTEM-01601,1000447/00/1,Business Micro Loan,5000,20.0,2025-05-01,Business,Lusaka,6,2025-05-01,,5000
JUTEM-01602,1000448/00/1,Business Micro Loan,40000,28.0,2025-11-01,Business,Lusaka,6,2025-11-01,,20000
JUTEM-01603,1000448/00/1,Business Micro Loan,40000,28.0,2026-03-01,Business,Lusaka,5,2026-03-01,,20000
JUTEM-01604,1000449/00/1,Business Micro Loan,30000,14.0,2025-11-01,Business,Lusaka,6,2025-11-01,,30000
JUTEM-01605,1000450/00/1,Business Micro Loan,40000,15.0,2025-09-01,Business,Lusaka,6,2025-09-01,,40000
JUTEM-01606,1000450/00/1,Business Micro Loan,50000,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,50000
JUTEM-01607,1000451/00/1,Business Micro Loan,5000,30.0,2022-06-01,Business,Lusaka,6,2022-06-01,,2500
JUTEM-01608,1000451/00/1,Business Micro Loan,10000,30.0,2023-06-01,Business,Lusaka,6,2023-06-01,,5000
JUTEM-01609,1000451/00/1,Business Micro Loan,16000,30.0,2023-08-01,Business,Lusaka,5,2023-08-01,,2000
JUTEM-01610,1000451/00/1,Business Micro Loan,3000,30.0,2023-10-01,Business,Lusaka,6,2023-10-01,,1500
JUTEM-01611,1000452/00/1,Business Micro Loan,6500,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,6500
JUTEM-01612,1000452/00/1,Business Micro Loan,6800,32.35,2024-01-01,Business,Lusaka,6,2024-01-01,,6800
JUTEM-01613,1000452/00/1,Business Micro Loan,4000,10.0,2024-04-01,Business,Lusaka,6,2024-04-01,,2000
JUTEM-01614,1000452/00/1,Business Micro Loan,4000,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,2000
JUTEM-01615,1000452/00/1,Business Micro Loan,6000,20.0,2024-10-01,Business,Lusaka,6,2024-10-01,,6000
JUTEM-01616,1000452/00/1,Business Micro Loan,21600,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,7200
JUTEM-01617,1000452/00/1,Business Micro Loan,8640,20.0,2025-04-01,Business,Lusaka,6,2025-04-01,,8640
JUTEM-01618,1000452/00/1,Business Micro Loan,4300,20.0,2025-05-01,Business,Lusaka,6,2025-05-01,,4300
JUTEM-01619,1000452/00/1,Business Micro Loan,2760,20.0,2025-07-01,Business,Lusaka,6,2025-07-01,,2760
